Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
S3Mock,com.adobe.testing.s3mock,S3MockConfiguration,s3MockExceptionHandler,3,1,0,158,0,,
S3Mock,com.adobe.testing.s3mock,S3MockConfiguration,illegalStateExceptionHandler,3,1,0,163,0,,
S3Mock,com.adobe.testing.s3mock,S3MockConfiguration,taggingHeaderConverter,3,1,0,168,0,,
S3Mock,com.adobe.testing.s3mock,S3MockProperties,getHttpPort,3,1,0,39,0,,
S3Mock,com.adobe.testing.s3mock,S3MockProperties,setHttpPort,3,1,1,43,0,,
S3Mock,com.adobe.testing.s3mock,S3MockProperties,getContextPath,3,1,0,47,0,,
S3Mock,com.adobe.testing.s3mock,S3MockProperties,setContextPath,3,1,1,51,0,,
S3Mock,com.adobe.testing.s3mock,TaggingHeaderConverter,convert,12,3,1,37,0,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testListBuckets_Ok,8,1,0,100,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testListBuckets_Empty,5,1,0,117,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testHeadBucket_Ok,4,1,0,132,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testHeadBucket_NotFound,4,1,0,143,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testCreateBucket_Ok,3,1,0,155,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testCreateBucket_InternalServerError,4,1,0,164,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testDeleteBucket_NoContent,6,1,0,176,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testDeleteBucket_NotFound,5,1,0,189,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testDeleteBucket_Conflict,7,1,0,204,1,,
S3Mock,com.adobe.testing.s3mock,BucketControllerTest,testDeleteBucket_InternalServerError,5,1,0,222,1,,
