Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
S3Mock,com.adobe.testing.s3mock.store,ObjectStoreTest,testStoreAndDeleteObject,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(metadataFrom(TEST_BUCKET_NAME)`id`objectName`TEXT_PLAIN`ENCODING_GZIP`Files.newInputStream(sourceFile.toPath())`false`NO_USER_METADATA`NO_ENC`NO_ENC_KEY`null`emptyList()`Owner.DEFAULT_OWNER);" is 225.,391
S3Mock,com.adobe.testing.s3mock.store,ObjectStoreTest,testStoreAndRetrieveAcl,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(metadataFrom(TEST_BUCKET_NAME)`id`objectName`TEXT_PLAIN`ENCODING_GZIP`Files.newInputStream(sourceFile.toPath())`false`NO_USER_METADATA`NO_ENC`NO_ENC_KEY`null`emptyList()`Owner.DEFAULT_OWNER);" is 225.,409
S3Mock,com.adobe.testing.s3mock.store,StoresWithExistingFileRootTest,testObjectStoreWithExistingRoot,Long Statement,The length of the statement "objectStore.storeS3ObjectMetadata(bucketMetadata`id`name`TEXT_PLAIN`ENCODING_GZIP`Files.newInputStream(path)`false`emptyMap()`null`null`null`emptyList()`Owner.DEFAULT_OWNER);" is 174.,75
S3Mock,com.adobe.testing.s3mock.store,StoresWithExistingFileRootTest,testObjectStoreWithExistingRoot,Long Statement,The length of the statement "assertThatThrownBy(() -> testObjectStore.getS3ObjectMetadata(bucketMetadata`id)).isInstanceOf(NullPointerException.class);" is 122.,75
S3Mock,com.adobe.testing.s3mock.util,AwsChunkedDecodingInputStream,read,Magic Number,The method contains a magic number: 16,71
S3Mock,com.adobe.testing.s3mock.util,AwsChunkedDecodingInputStream,readUntil,Magic Number,The method contains a magic number: 0xFF,99
S3Mock,com.adobe.testing.s3mock.util,HeaderUtil,getUserMetadata,Long Statement,The length of the statement "return headers.keySet().stream().filter(header -> header.startsWith(HEADER_X_AMZ_META_PREFIX) && headers.getFirst(header) != null).collect(Collectors.toMap(header -> header.substring(HEADER_X_AMZ_META_PREFIX.length())`headers::getFirst));" is 238.,60
S3Mock,com.adobe.testing.s3mock.util,HeaderUtil,isV4ChunkedWithSigningEnabled,Long Identifier,The length of the field STREAMING_AWS_4_HMAC_SHA_256_PAYLOAD is 36.,93
S3Mock,com.adobe.testing.s3mock.util,HeaderUtil,mapHeaderName,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_DISPOSITION is 35.,122
S3Mock,com.adobe.testing.s3mock.util,HeaderUtil,mapHeaderName,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_ENCODING is 32.,122
S3Mock,com.adobe.testing.s3mock.util,HeaderUtil,mapHeaderName,Long Identifier,The length of the field RESPONSE_HEADER_CONTENT_LANGUAGE is 32.,122
S3Mock,com.adobe.testing.s3mock.util,XmlUtil,deserializeJaxb,Long Statement,The length of the statement "return deserializeJaxb(AccessControlPolicy.class`toDeserialize`AccessControlPolicy.class`Grantee.CanonicalUser.class`Grantee.Group.class`Grantee.AmazonCustomerByEmail.class);" is 174.,36
S3Mock,com.adobe.testing.s3mock.util,XmlUtil,serializeJaxb,Long Statement,The length of the statement "return serializeJaxb(toSerialize`AccessControlPolicy.class`Grantee.CanonicalUser.class`Grantee.Group.class`Grantee.AmazonCustomerByEmail.class);" is 144.,56
S3Mock,com.adobe.testing.s3mock.util,RangeTest,convertsValidRange,Magic Number,The method contains a magic number: 10L,27
S3Mock,com.adobe.testing.s3mock.util,RangeTest,convertsValidRange,Magic Number,The method contains a magic number: 35L,27
S3Mock,com.adobe.testing.s3mock.util,RangeTest,convertRangeWithRangeEndUndefined,Magic Number,The method contains a magic number: 10L,36
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,createS3ClientV2,Long Statement,The length of the statement "return S3Client.builder().region(Region.of("us-east-1")).credentialsProvider(StaticCredentialsProvider.create(AwsBasicCredentials.create("foo"`"bar"))).endpointOverride(URI.create(getServiceEndpoint())).httpClient(UrlConnectionHttpClient.builder().buildWithDefaults(AttributeMap.builder().put(TRUST_ALL_CERTIFICATES`Boolean.TRUE).build())).build();" is 348.,71
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,createS3Client,Long Statement,The length of the statement "return AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(credentials)).withClientConfiguration(configureClientToIgnoreInvalidSslCertificates(new ClientConfiguration())).withEndpointConfiguration(getEndpointConfiguration(region)).enablePathStyleAccess().build();" is 293.,99
S3Mock,com.adobe.testing.s3mock.testsupport.common,S3MockStarter,configureClientToIgnoreInvalidSslCertificates,Long Statement,The length of the statement "clientConfiguration.getApacheHttpClientConfig().withSslSocketFactory(new SSLConnectionSocketFactory(createBlindlyTrustingSslContext()`NoopHostnameVerifier.INSTANCE));" is 166.,136
S3Mock,com.adobe.testing.s3mock.junit5,S3MockExtension,supportsParameter,Long Statement,The length of the statement "return paramHasType(parameterContext`S3MockApplication.class) || paramHasType(parameterContext`AmazonS3.class) || paramHasType(parameterContext`S3Client.class);" is 160.,99
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,connectWithCustomSSLContext,Long Statement,The length of the statement "AmazonS3 s3=AmazonS3ClientBuilder.standard().withCredentials(new AWSStaticCredentialsProvider(new BasicAWSCredentials("foo"`"bar"))).withClientConfiguration(createClientConfiguration(KEYSTORE_FILE_NAME)).withEndpointConfiguration(new AwsClientBuilder.EndpointConfiguration("https://localhost:" + s3mock.getPort()`"us-west-1")).enablePathStyleAccess().build();" is 359.,56
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,connectWithCustomSSLContext,Long Statement,The length of the statement "Assertions.assertFalse(s3.doesBucketExistV2(bucketName)`() -> "Bucket " + bucketName + " must not be present at the mock server");" is 130.,56
S3Mock,com.adobe.testing.s3mock.junit5.sdk1,CustomCertificateTest,createClientConfiguration,Long Statement,The length of the statement "clientConfiguration.getApacheHttpClientConfig().setSslSocketFactory(new SSLConnectionSocketFactory(createSslContext(keystoreFileName)));" is 136.,85
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "s3Client.putObject(PutObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build()`RequestBody.fromFile(uploadFile));" is 134.,47
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionDeclarativeTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final ResponseInputStream<GetObjectResponse> response=s3Client.getObject(GetObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build());" is 155.,47
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionProgrammaticTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "s3Client.putObject(PutObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build()`RequestBody.fromFile(uploadFile));" is 134.,51
S3Mock,com.adobe.testing.s3mock.junit5.sdk2,S3MockExtensionProgrammaticTest,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final ResponseInputStream<GetObjectResponse> response=s3Client.getObject(GetObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build());" is 155.,51
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainer,S3MockContainer,Magic Number,The method contains a magic number: 200,41
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerManualTest,setUp,Long Statement,The length of the statement "s3Mock=new S3MockContainer(S3MOCK_VERSION).withValidKmsKeys(TEST_ENC_KEYREF).withInitialBuckets(String.join("`"`INITIAL_BUCKET_NAMES));" is 135.,29
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerTestBase,shouldUploadAndDownloadObject,Long Statement,The length of the statement "s3Client.putObject(PutObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build()`RequestBody.fromFile(uploadFile));" is 134.,62
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerTestBase,shouldUploadAndDownloadObject,Long Statement,The length of the statement "final ResponseInputStream<GetObjectResponse> response=s3Client.getObject(GetObjectRequest.builder().bucket(BUCKET_NAME).key(uploadFile.getName()).build());" is 155.,62
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerTestBase,defaultBucketsGotCreated,Long Statement,The length of the statement "final Set<String> bucketNames=buckets.stream().map(Bucket::name).filter(INITIAL_BUCKET_NAMES::contains).collect(Collectors.toSet());" is 132.,90
S3Mock,com.adobe.testing.s3mock.testcontainers,S3MockContainerTestBase,createS3ClientV2,Long Statement,The length of the statement "return S3Client.builder().region(Region.of("us-east-1")).credentialsProvider(StaticCredentialsProvider.create(AwsBasicCredentials.create("foo"`"bar"))).endpointOverride(URI.create(endpoint)).httpClient(UrlConnectionHttpClient.builder().buildWithDefaults(AttributeMap.builder().put(TRUST_ALL_CERTIFICATES`Boolean.TRUE).build())).build();" is 336.,103
